SCHOOL_ID,Y,X
609791,41.77424645,-87.65353242
609792,41.95821984,-87.70215096
609793,41.78494238,-87.64745284
609794,41.9715061,-87.70930367
609795,41.86781257,-87.77041753
609796,41.97239395,-87.75756504
609797,41.88532104,-87.70585481
609798,41.95893849,-87.73401973
609799,41.9495298,-87.68601824
609800,41.71043495,-87.61739046
609803,41.95078052,-87.66496784
609804,42.00341161,-87.69746282
609805,41.74933916,-87.66936565
609806,41.75436513,-87.55714197
609807,41.75345719,-87.70873128
609808,41.68665997,-87.63363214
609809,41.9309661,-87.6962942
609810,41.94911439,-87.79866892
609811,41.69972622,-87.56208423
609812,41.88299678,-87.67068239
609813,41.77162036,-87.62174597
609815,41.76084748,-87.57607486
609817,41.97575433,-87.69655603
609818,41.91759814,-87.78269957
609819,41.79675956,-87.61614052
609820,41.93793747,-87.66985312
609821,41.71440206,-87.56713059
609826,41.84544988,-87.71492701
609827,41.72848064,-87.60743532
609828,41.91235791,-87.6686606
609829,41.82886791,-87.69245663
609830,41.89766257,-87.76560566
609832,41.79503097,-87.79154448
609833,41.73922636,-87.58072903
609834,41.84369812,-87.71731895
609835,41.90379212,-87.71792664
609836,41.94800703,-87.8292957
609837,41.78336832,-87.59079501
609839,41.74251663,-87.69601208
609842,41.79327214,-87.68779954
609844,41.78982791,-87.62245275
609845,41.65370212,-87.59951563
609848,41.65740497,-87.60647385
609849,41.68734706,-87.70321549
609850,41.95280951,-87.65097987
609851,41.86643525,-87.69525937
609852,41.9758943,-87.68326359
609853,41.91799265,-87.69456225
609854,41.89671269,-87.68893676
609855,41.80165862,-87.685607
609856,41.65455815,-87.5446136
609857,41.95204212,-87.70644253
609859,41.99254136,-87.69835995
609861,41.69302601,-87.68089679
609862,41.74141281,-87.56596977
609863,41.89956578,-87.68193805
609864,41.74523702,-87.65977459
609865,42.01708759,-87.67776252
609866,41.9555532,-87.6837653
609867,41.85603119,-87.66722708
609869,41.78468086,-87.65716921
609870,41.84560242,-87.73119287
609871,41.68819084,-87.6856766
609872,41.85602872,-87.65798013
609873,41.85266349,-87.71247015
609874,41.97371478,-87.84104144
609875,41.92332272,-87.70541291
609876,41.82185162,-87.70020216
609879,41.74507775,-87.71735342
609880,42.00928856,-87.70461859
609883,41.76249026,-87.62334459
609884,41.94255167,-87.81313152
609885,41.79564568,-87.64265158
609887,41.74366924,-87.60997888
609888,41.88918418,-87.70379374
609891,41.83112063,-87.61227454
609893,41.78095446,-87.78760442
609894,41.84404331,-87.62855345
609895,41.72560922,-87.63016448
609896,41.9159138,-87.6744946
609897,41.78122517,-87.67554666
609898,41.77442045,-87.70795263
609899,42.00440792,-87.81116978
609900,41.6854184,-87.62165261
609901,41.99943683,-87.76184047
609902,41.66944402,-87.63430552
609903,41.80554154,-87.72585618
609904,41.88552958,-87.76658938
609907,41.87574412,-87.71580443
609908,41.68941961,-87.66915867
609909,41.83155516,-87.6813103
609910,41.93578457,-87.74933063
609912,41.97979006,-87.76607166
609917,41.71118362,-87.64041365
609918,42.00966386,-87.6699854
609919,41.78518282,-87.6086329
609920,41.85077148,-87.70511208
609921,41.84794743,-87.69600588
609922,41.92015005,-87.7568429
609924,41.72967268,-87.65548116
609925,41.87016772,-87.7021629
609926,41.90659999,-87.63551281
609927,41.73842548,-87.66809931
609928,41.8180034,-87.61178404
609929,41.79758027,-87.66843588
609930,41.91761651,-87.71689166
609933,42.02109056,-87.67193898
609935,41.706801,-87.53517531
609937,41.97635166,-87.79623511
609938,41.83706515,-87.71869664
609939,41.72533228,-87.62371944
609941,41.76061413,-87.67596551
609942,41.92283101,-87.6928997
609943,41.67061754,-87.62254566
609944,41.662481,-87.55330671
609945,41.97581653,-87.65791249
609947,41.81330373,-87.64334424
609949,41.94876358,-87.7571156
609950,41.83879052,-87.71719032
609951,41.81117346,-87.59750293
609952,41.82966928,-87.67149237
609954,41.87074216,-87.71866613
609955,41.73892016,-87.64502524
609956,41.77546426,-87.75880329
609958,41.81300737,-87.69936419
609959,41.84995832,-87.63380633
609960,41.78019173,-87.77657871
609961,41.74375308,-87.55186172
609963,41.94521965,-87.67086537
609964,41.80724156,-87.66117466
609966,41.85271913,-87.6962433
609967,41.84921491,-87.68566784
609968,41.91481634,-87.72393113
609969,41.79344724,-87.5868546
609971,41.75734054,-87.63273687
609972,41.96402871,-87.72312804
609973,41.8413938,-87.73431332
609974,41.94227549,-87.65770888
609975,41.89917136,-87.75581325
609976,41.99454089,-87.66850377
609977,41.77336553,-87.594392
609978,41.70755762,-87.60466041
609979,41.83959486,-87.64034075
609981,41.808175,-87.74572606
609983,41.80711213,-87.67332726
609985,41.87866465,-87.73580189
609986,41.79059129,-87.67188731
609987,41.81578775,-87.63366448
609988,41.9589888,-87.71563237
609990,41.86687451,-87.628615
609991,41.8620813,-87.71899385
609993,41.8097703,-87.67218159
609994,41.97033524,-87.71036161
609995,41.9836717,-87.77912305
609996,41.83802739,-87.65379167
609997,41.79378765,-87.64979536
610000,41.89361221,-87.75939838
610002,41.73333775,-87.5682281
610003,41.74245163,-87.65363345
610004,41.70033514,-87.61124446
610005,41.86051774,-87.73177739
610006,41.76678528,-87.71954083
610009,41.87125482,-87.65336555
610010,41.9392475,-87.67580972
610011,41.98464078,-87.70052942
610012,41.90205484,-87.64105556
610013,41.85884888,-87.66220943
610015,41.85806478,-87.65230159
610016,41.72526344,-87.67723251
610017,41.84794072,-87.69731554
610019,41.77645281,-87.64089203
610021,41.90450277,-87.71423365
610022,42.00364046,-87.66822247
610024,41.84848777,-87.71601741
610026,41.78996463,-87.7794826
610027,41.72362691,-87.63952072
610029,41.90888613,-87.66509327
610030,41.79800188,-87.60248145
610032,41.71929195,-87.65250014
610033,41.91389953,-87.63756486
610034,41.86296002,-87.71295679
610036,41.90682605,-87.75454995
610037,41.79768483,-87.65993282
610038,41.92452482,-87.6444973
610039,41.94000928,-87.70263467
610040,41.9188141,-87.74851501
610041,41.93176235,-87.79560407
610043,41.91271803,-87.78391885
610044,41.90651959,-87.710217
610046,41.93419216,-87.7771742
610047,41.75954806,-87.5907124
610048,41.90824688,-87.63982651
610051,41.92015477,-87.75815426
610052,41.74827413,-87.57481564
610053,41.77388108,-87.6970298
610054,41.71658801,-87.55248343
610055,41.87971359,-87.70809202
610056,41.8568637,-87.73167243
610057,41.7809039,-87.69211506
610059,41.92320352,-87.65728744
610060,41.87429964,-87.66098467
610062,41.82999286,-87.64110257
610063,41.84226717,-87.70630009
610065,41.77542384,-87.60935721
610066,41.73454991,-87.61921444
610067,41.76814277,-87.6917865
610068,41.92395526,-87.76151477
610070,41.96784687,-87.67628825
610073,41.89208217,-87.68318459
610074,41.9299886,-87.71922375
610075,41.86472415,-87.66644423
610076,41.91250548,-87.69694139
610077,41.78431328,-87.68854926
610078,41.9490033,-87.65157334
610081,41.84440016,-87.64133981
610082,41.69573386,-87.70580995
610083,41.97012488,-87.78963033
610084,41.69717033,-87.69727834
610086,41.70195212,-87.64765249
610087,41.77655627,-87.79060442
610088,41.92090965,-87.72188814
610089,41.95007775,-87.71683185
610090,41.79853549,-87.59334041
610091,41.66487335,-87.63895773
610092,41.89180975,-87.74793588
610093,41.73840659,-87.62093345
610094,41.94163655,-87.64456122
610095,41.91394722,-87.64599025
610096,41.79771438,-87.68913886
610097,41.91958145,-87.73142009
610098,41.90615515,-87.72995463
610099,41.98815251,-87.80297944
610100,41.90690721,-87.7324431
610102,41.75467006,-87.6454695
610103,41.76860231,-87.57280596
610104,41.99379035,-87.79310826
610105,41.97850138,-87.81205404
610106,41.90013966,-87.7312606
610107,41.89180608,-87.66542624
610108,41.77457107,-87.674865
610109,41.74284992,-87.70574909
610110,41.82735527,-87.61977966
610111,41.97328939,-87.73921295
610112,41.7707798,-87.63408586
610115,41.76647654,-87.61154559
610116,41.76855519,-87.58295438
610117,41.78689538,-87.73266646
610120,41.78789897,-87.71921626
610121,41.87159549,-87.68361565
610122,41.98345579,-87.66585004
610123,41.85837242,-87.72238555
610124,41.72853414,-87.59625662
610125,41.84810094,-87.68074454
610126,41.83652695,-87.61833765
610127,41.98155714,-87.71258258
610128,41.70660286,-87.64757717
610129,41.8529004,-87.68329074
610130,41.74034023,-87.60789114
610131,41.8602589,-87.69252575
610132,41.70263,-87.60641917
610133,41.89323561,-87.71879729
610135,41.95698764,-87.761007
610136,41.9288411,-87.6695275
610137,41.96561907,-87.77241417
610138,41.91848628,-87.68380143
610139,41.68881935,-87.60943097
610141,41.96074569,-87.67092242
610142,41.79234788,-87.59475207
610143,41.80417379,-87.60492543
610144,41.94109399,-87.71954054
610145,41.9430189,-87.76898262
610146,41.76419586,-87.60017682
610147,42.01526505,-87.69718539
610148,41.80714283,-87.66603693
610152,41.75194558,-87.61806645
610153,41.73537939,-87.6388427
610155,41.99116925,-87.74595144
610157,41.7974982,-87.70500578
610158,41.91415063,-87.79872071
610159,41.9416776,-87.73217878
610163,42.01689164,-87.81419465
610165,41.93040332,-87.76119047
610167,41.81033324,-87.66877201
610170,41.81106861,-87.70419859
610171,41.73171692,-87.55278794
610172,41.79976621,-87.65022145
610173,41.79080024,-87.63227938
610174,41.81590949,-87.68964724
610175,41.80429402,-87.59390494
610176,41.69091888,-87.65866905
610177,41.87910254,-87.65941898
610178,41.71698887,-87.59693188
610179,41.95886804,-87.78197454
610180,41.86535102,-87.65344503
610182,41.99394233,-87.72404263
610183,41.8848764,-87.75044473
610185,41.74710688,-87.73166568
610188,41.69649616,-87.6399736
610191,41.99535905,-87.68479279
610192,41.91193808,-87.7133175
610193,41.74382852,-87.54292761
610194,41.87082838,-87.73352395
610195,41.71144507,-87.67682117
610196,41.98913906,-87.65829608
610197,41.89240461,-87.67372272
610198,41.71547038,-87.53297077
610199,41.67750545,-87.65811084
610200,41.73332424,-87.54427998
610201,41.94857131,-87.7776313
610202,41.88410224,-87.73056639
610203,41.78752323,-87.70817918
610206,41.7990464,-87.7589284
610207,41.72081703,-87.66555862
610208,41.69626235,-87.62714769
610209,41.971634,-87.72460522
610212,41.97150444,-87.71060879
610213,41.7734779,-87.60101811
610215,41.84095691,-87.70506426
610216,41.85483575,-87.64808617
610217,41.84398009,-87.63535579
610218,41.72676291,-87.57535255
610219,41.68813148,-87.5360153
610220,41.9643654,-87.69133251
610221,41.86991586,-87.72752437
610223,41.7650759,-87.65820484
610225,41.68390701,-87.65538382
610226,41.79234608,-87.71098733
610227,41.84008043,-87.72554564
610228,41.85048089,-87.67339165
610229,41.90705301,-87.67776098
610230,42.00749067,-87.77834486
610231,41.85279977,-87.62930833
610234,41.91503855,-87.70028031
610235,41.90679057,-87.76714285
610237,41.80913476,-87.62713681
610238,41.76536057,-87.65301779
610239,41.80234287,-87.6722064
610242,41.95998416,-87.64974916
610244,41.87288501,-87.75332487
610245,41.89036863,-87.76766846
610246,41.79846496,-87.62569158
610248,41.94305592,-87.7781868
610249,41.79404805,-87.69026084
610250,41.90141653,-87.63363243
610251,41.88294993,-87.69918701
610252,41.87986982,-87.68031497
610254,41.85888345,-87.71574357
610256,41.81734933,-87.59906677
610257,41.88917813,-87.70510783
610263,41.77990049,-87.61721418
610268,41.74018379,-87.60117441
610269,41.97094908,-87.65475845
610271,41.87381495,-87.70224105
610274,41.86183619,-87.70313876
610276,41.81435828,-87.61661794
610279,41.76067264,-87.60679103
610281,41.7603318,-87.55678925
610282,41.89781907,-87.74673078
610284,42.00770257,-87.67316833
610287,41.74235057,-87.70960968
610290,41.7727275,-87.63727735
610291,41.77530539,-87.72888429
610293,41.87879893,-87.72466123
610295,41.68103137,-87.64699404
610298,41.74718592,-87.62804036
610299,41.76533498,-87.64133454
610300,41.74886823,-87.63475052
610304,41.87911823,-87.68696022
610305,41.87358678,-87.74927555
610308,41.88356817,-87.66947671
610312,41.73313231,-87.5895895
610313,41.90529385,-87.6857562
610315,41.67230941,-87.65053854
610316,41.72610746,-87.58218174
610317,41.8239,-87.69207693
610319,41.82935562,-87.66781651
610321,41.95249186,-87.71998812
610323,41.73462672,-87.55755003
610325,41.9339702,-87.70804088
610329,41.85775481,-87.67521046
610334,41.88621006,-87.71542312
610339,41.75892473,-87.64921669
610340,41.94305449,-87.77684657
610342,41.90681581,-87.68304994
610345,41.8144988,-87.60841877
610347,41.77751051,-87.6810612
610350,41.72969236,-87.57664295
610352,41.73884394,-87.72995529
610353,41.82437733,-87.71165364
610354,41.96172106,-87.70715073
610355,41.96230777,-87.66385296
610357,41.8477617,-87.69894611
610362,41.71566536,-87.63930547
610363,41.95681613,-87.64608274
610364,41.65373298,-87.61432001
610366,41.7161933,-87.64804432
610367,41.87797883,-87.76629755
610368,41.70534232,-87.62986866
610369,41.73412547,-87.64676673
610380,41.8061176,-87.62502998
610381,41.80520417,-87.62500447
610383,41.83350727,-87.73529947
610384,41.83616882,-87.73527796
610385,41.83528187,-87.7352833
610386,41.80351472,-87.66737777
610389,41.89444883,-87.72616633
610390,41.98902071,-87.66578851
610391,41.7820408,-87.67166185
610392,41.83439662,-87.73529222
610394,41.96554746,-87.65247335
610396,41.76440708,-87.70644465
610402,41.94138764,-87.69076139
610405,41.88321452,-87.67763611
610499,41.86414857,-87.70204159
610501,41.88512294,-87.76190895
610502,41.87912346,-87.68831372
610503,41.86697963,-87.72724438
610504,41.82777491,-87.67754185
610506,41.7814849,-87.63301879
610513,41.82814532,-87.63275698
610518,41.88599329,-87.76191637
610520,41.90291446,-87.67369603
610521,41.77122111,-87.66652988
610523,41.99423795,-87.81377123
610524,41.93579456,-87.68056201
610529,41.89354764,-87.65940468
610530,41.76775511,-87.5903961
610532,41.79347933,-87.71136992
610533,41.92131758,-87.76578057
610534,41.90510912,-87.6448415
610539,41.93493062,-87.77012726
610541,41.94002591,-87.72478312
610542,42.00295899,-87.70591721
610543,41.79520056,-87.71105882
610544,41.77107907,-87.73992023
610547,41.75879166,-87.57635264
610548,41.86857588,-87.66496913
610555,41.89567773,-87.75406405
610557,41.73523902,-87.70406007
610558,41.7537498,-87.70734535
610559,41.80649141,-87.68977977
610561,41.87694744,-87.68330135
610563,41.80841254,-87.67754137
610564,41.95248767,-87.72136351
610565,41.76389597,-87.64912435
610566,41.86647785,-87.70660368
610567,41.69515984,-87.64269697
610568,41.93943321,-87.70520632
610569,42.01717124,-87.80668177
610570,41.78302658,-87.68363453
610571,41.874673,-87.68784229
610574,41.75201588,-87.57588303
610582,41.76872909,-87.64628398
610580,41.90292503,-87.68788899
400168,41.74267138,-87.5599069
610572,41.75311714,-87.55051276
609774,41.92984985,-87.64641314
610184,41.84774672,-87.70018447
610101,41.89997649,-87.62929657
610515,41.95046051,-87.73067838
610573,41.7531149,-87.55180355
